"latitude","longitude","elevation","location","day","time","temperature_2m_mean (°C)","shortwave_radiation_sum (MJ/m²)","et0_fao_evapotranspiration (mm)","daylight_duration (s)","sunshine_duration (s)","precipitation_sum (mm)","precipitation_hours (h)","cloud_cover_mean (%)","dew_point_2m_mean (°C)","pressure_msl_mean (hPa)","surface_pressure_mean (hPa)","wind_gusts_10m_mean (m/s)","wind_speed_10m_mean (m/s)"
13.1107,80.2459,15,"chennai",-300,2024-06-01,32.7,24.22,6.43,46254.1,40146.55,1,4,54,26.8,1003.2,1001.5,9.93,4.75
13.1107,80.2459,15,"chennai",-299,2024-06-02,29.6,21.6,4.98,46271.06,36461.88,22,10,84,25.4,1005.5,1003.8,7.38,3.28
13.1107,80.2459,15,"chennai",-298,2024-06-03,29.1,10.13,2.56,46287.25,2240.59,9.4,8,98,25.4,1006.3,1004.6,5.29,2.29
13.1107,80.2459,15,"chennai",-297,2024-06-04,30,18.49,4.27,46302.66,32401.09,9.6,6,92,26,1006.6,1004.9,5.32,2.25
13.1107,80.2459,15,"chennai",-296,2024-06-05,28.7,13.27,3.14,46317.26,17588.46,35.5,12,97,25.7,1007.2,1005.5,6.62,3.09
13.1107,80.2459,15,"chennai",-295,2024-06-06,27.8,13.11,2.94,46331.05,18000,28.1,19,97,25.4,1007.8,1006.1,6.66,3.13
13.1107,80.2459,15,"chennai",-294,2024-06-07,28.1,9.83,2.49,46344.02,778.49,5.1,11,96,25.2,1006.5,1004.8,6.83,3.54
13.1107,80.2459,15,"chennai",-293,2024-06-08,29.4,18.86,4.77,46356.14,28320.06,2.1,7,88,25,1005.5,1003.8,8.92,4.67
13.1107,80.2459,15,"chennai",-292,2024-06-09,30.2,20.57,5.48,46367.42,36956.07,0.5,2,97,24.4,1005.1,1003.4,8.95,4.49
13.1107,80.2459,15,"chennai",-291,2024-06-10,30.4,21.42,5.52,46377.83,37815.3,7,4,95,24,1004.9,1003.3,8.28,3.91
13.1107,80.2459,15,"chennai",-290,2024-06-11,30.7,19.53,5.64,46387.37,34942.02,10.4,3,100,22.7,1005,1003.4,7.78,3.46
13.1107,80.2459,15,"chennai",-289,2024-06-12,30,13.61,4.39,46396.01,10596.95,0.6,2,100,22.8,1006.4,1004.7,7.36,3.74
13.1107,80.2459,15,"chennai",-288,2024-06-13,30.7,19.43,5.59,46403.76,28865.11,0.1,1,100,22.3,1006.4,1004.7,7.06,3.42
13.1107,80.2459,15,"chennai",-287,2024-06-14,30.7,17.79,5.22,46410.59,29027.19,0.1,1,91,22.7,1005.2,1003.5,6.9,3.4
13.1107,80.2459,15,"chennai",-286,2024-06-15,30.4,15.92,4.7,46416.5,27128.41,2.3,5,95,22.7,1004.6,1002.9,6.14,3.02
13.1107,80.2459,15,"chennai",-285,2024-06-16,30.8,22.12,5.73,46421.46,40273.09,0.2,2,87,24.1,1005,1003.3,7,3.32
13.1107,80.2459,15,"chennai",-284,2024-06-17,31,23.07,6.18,46425.49,39600,0.3,1,88,23.5,1005.2,1003.5,7.7,3.8
13.1107,80.2459,15,"chennai",-283,2024-06-18,31,23.21,6.22,46428.55,41759.96,0.7,3,77,23.9,1004.9,1003.3,8.56,4.15
13.1107,80.2459,15,"chennai",-282,2024-06-19,29.2,21.08,5.18,46430.65,41480.38,16.6,12,85,23.9,1004.4,1002.7,8.01,3.79
13.1107,80.2459,15,"chennai",-281,2024-06-20,29.8,21.21,5.54,46431.77,40917.82,2.1,6,97,23.4,1004.2,1002.5,7.45,3.61
13.1107,80.2459,15,"chennai",-280,2024-06-21,30.1,22.41,6.11,46431.9,40917.2,5.6,5,92,22.7,1003.8,1002.1,8.28,4.14
13.1107,80.2459,15,"chennai",-279,2024-06-22,31.3,21.5,6.4,46431.03,40775.16,0.2,1,96,22.4,1001.9,1000.2,8.35,4.24
13.1107,80.2459,15,"chennai",-278,2024-06-23,31,22.83,6.23,46429.17,40066.16,0.9,4,57,23.1,1001.7,1000,7.89,3.82
13.1107,80.2459,15,"chennai",-277,2024-06-24,30.8,20.8,6.02,46426.32,34565.77,0.2,2,85,23,1001.3,999.6,8.19,4.1
13.1107,80.2459,15,"chennai",-276,2024-06-25,30.9,18.33,5.75,46422.51,36344.77,0.6,3,99,22.7,1001.3,999.6,8.18,4.09
13.1107,80.2459,15,"chennai",-275,2024-06-26,31.4,14.4,5.52,46417.73,13461.14,0.5,4,100,22.2,1001.3,999.6,8.53,4.36
13.1107,80.2459,15,"chennai",-274,2024-06-27,31,14.46,5.39,46412.02,19508.32,1,2,100,22,1003.4,1001.7,8.51,4.23
13.1107,80.2459,15,"chennai",-273,2024-06-28,31.5,20.58,6.46,46405.37,37842.81,0,0,99,22.3,1004.2,1002.5,8.65,4.33
13.1107,80.2459,15,"chennai",-272,2024-06-29,31.5,21.23,6.25,46397.81,38830.1,2.1,2,99,23.5,1005,1003.3,8.69,4.4
13.1107,80.2459,15,"chennai",-271,2024-06-30,30.4,12.71,4.08,46389.34,13924.74,0,0,100,24.7,1006,1004.3,8.33,4.25
13.1107,80.2459,15,"chennai",-270,2024-07-01,30,14.03,4.22,46379.99,20707.45,2,4,100,23.9,1006,1004.3,7.12,3.48
13.1107,80.2459,15,"chennai",-269,2024-07-02,30.7,16.41,5.15,46369.77,27145.36,0,0,100,22.9,1004.5,1002.8,7.58,3.85
13.1107,80.2459,15,"chennai",-268,2024-07-03,31.3,23,6.3,46358.68,40903.71,4.2,6,93,23,1004.8,1003.1,7.45,3.52
13.1107,80.2459,15,"chennai",-267,2024-07-04,30,14.43,4.43,46346.74,18598.02,2.6,3,98,22.7,1006.1,1004.4,6.89,3.29
13.1107,80.2459,15,"chennai",-266,2024-07-05,30.6,21.26,5.78,46333.98,37688.87,0,0,95,23.4,1004.5,1002.8,7.71,3.71
13.1107,80.2459,15,"chennai",-265,2024-07-06,28.7,11.79,3.19,46320.41,9696.34,2.2,9,100,23.5,1004.3,1002.6,5.31,2.65
13.1107,80.2459,15,"chennai",-264,2024-07-07,29.7,18.08,4.93,46306.03,30479.01,1.2,3,100,22.9,1003.9,1002.2,6.61,3.17
13.1107,80.2459,15,"chennai",-263,2024-07-08,28.8,12.62,3.54,46290.87,17745.21,11.6,8,100,23.2,1003.7,1002,6.19,2.94
13.1107,80.2459,15,"chennai",-262,2024-07-09,28.9,16.17,4.12,46274.94,25735.11,5.2,7,100,23.6,1005,1003.3,6.01,2.79
13.1107,80.2459,15,"chennai",-261,2024-07-10,30.3,22.8,5.72,46258.25,42185.18,0.2,2,94,23.5,1006.8,1005.1,6.73,3.22
13.1107,80.2459,15,"chennai",-260,2024-07-11,29.3,15.77,4.15,46240.82,24828.13,1,3,98,23.5,1006.3,1004.6,6.17,2.88
13.1107,80.2459,15,"chennai",-259,2024-07-12,30.2,20.16,5.52,46222.48,36231.42,2.6,7,81,23.8,1004.2,1002.5,8.57,4.22
13.1107,80.2459,15,"chennai",-258,2024-07-13,27.9,7.6,2.43,46203.21,0,8,10,100,24,1003.9,1002.2,6.85,3.52
13.1107,80.2459,15,"chennai",-257,2024-07-14,27,7.56,2.09,46183.04,0,8.9,21,100,24.1,1002.8,1001.1,6.27,3.41
13.1107,80.2459,15,"chennai",-256,2024-07-15,26.9,9.53,2.53,46161.99,4579.89,8.2,18,100,24.1,1002,1000.3,8.64,4.68
13.1107,80.2459,15,"chennai",-255,2024-07-16,27.3,12.49,3.37,46140.11,10450.72,2.8,8,98,23.6,1002.2,1000.5,9.24,4.83
13.1107,80.2459,15,"chennai",-254,2024-07-17,28.5,9.47,3.48,46117.41,363.94,0.1,1,100,23,1003.2,1001.5,8.35,4.47
13.1107,80.2459,15,"chennai",-253,2024-07-18,28.9,10.12,4.03,46093.95,1578.05,1.1,2,100,22.8,1002.9,1001.2,9.79,5.28
13.1107,80.2459,15,"chennai",-252,2024-07-19,27.7,8.19,3.22,46069.73,2335.7,0.5,3,100,22.6,1002.2,1000.5,9.2,5
13.1107,80.2459,15,"chennai",-251,2024-07-20,28.6,13.92,4.13,46044.81,11201.01,0.1,1,99,22.5,1002.9,1001.2,7.84,4
13.1107,80.2459,15,"chennai",-250,2024-07-21,30.2,17.03,5.19,46019.21,30941.83,2.6,2,100,21.9,1003.6,1001.9,6.9,3.5
13.1107,80.2459,15,"chennai",-249,2024-07-22,30.9,14.42,5.34,45992.96,16288.63,0,0,100,21.2,1005.2,1003.5,7.73,4.07
13.1107,80.2459,15,"chennai",-248,2024-07-23,31.1,23.33,7.12,45966.09,41440.55,0.1,1,96,21.6,1005.8,1004.1,9.21,4.68
13.1107,80.2459,15,"chennai",-247,2024-07-24,31.6,21.08,7.21,45938.63,36927.18,0,0,100,21,1003.9,1002.3,9.53,5.04
13.1107,80.2459,15,"chennai",-246,2024-07-25,31.5,19.83,7.23,45910.62,31878.14,1.1,5,97,20.9,1002.5,1000.8,10.13,5.3
13.1107,80.2459,15,"chennai",-245,2024-07-26,31.1,18.98,6.53,45882.08,34909.28,4.6,3,100,21.2,1002.6,1000.9,9.79,4.68
13.1107,80.2459,15,"chennai",-244,2024-07-27,31.4,19.8,7.11,45853.04,38315.79,0.3,1,99,20.4,1003,1001.4,10.09,5.19
13.1107,80.2459,15,"chennai",-243,2024-07-28,31.5,19.21,7.33,45823.54,36476.41,0.1,1,92,19.4,1001.6,1000,9.73,5.13
13.1107,80.2459,15,"chennai",-242,2024-07-29,30.8,19.26,6.11,45793.6,35353.73,5.8,6,94,22.1,1001.6,999.9,8.81,4.22
13.1107,80.2459,15,"chennai",-241,2024-07-30,30.3,21.43,5.84,45763.25,39610.64,1.5,3,83,23.1,1004.2,1002.5,7.48,3.7
13.1107,80.2459,15,"chennai",-240,2024-07-31,30.3,17.94,5.1,45732.5,36938.99,1.5,2,95,22.2,1005.6,1003.9,6.22,3.01
13.1107,80.2459,15,"chennai",-239,2024-08-01,30.6,16.49,5.11,45701.12,26694.28,2.6,1,100,22.2,1005.4,1003.7,7.23,3.49
13.1107,80.2459,15,"chennai",-238,2024-08-02,29.8,18.6,4.88,45669.05,33599.06,4.5,5,100,22.9,1005.7,1004,6.53,2.93
13.1107,80.2459,15,"chennai",-237,2024-08-03,29.5,22.94,5.33,45636.32,40140.64,7.7,4,99,23.4,1006.7,1005,4.98,2.23
13.1107,80.2459,15,"chennai",-236,2024-08-04,29.8,23.37,5.43,45602.97,38332.71,0.2,2,68,23.8,1006.9,1005.2,5.32,2.36
13.1107,80.2459,15,"chennai",-235,2024-08-05,27.9,19.04,4.21,45569.05,26219.23,0.8,3,95,24.4,1007.5,1005.8,5.78,2.81
13.1107,80.2459,15,"chennai",-234,2024-08-06,28.4,19.4,4.36,45534.57,38361.58,19.1,8,99,24.3,1006.3,1004.6,5.89,2.65
13.1107,80.2459,15,"chennai",-233,2024-08-07,27.7,17.33,3.8,45499.59,27753.88,8.8,10,99,24.2,1006.6,1004.9,4.57,2.14
13.1107,80.2459,15,"chennai",-232,2024-08-08,28,22.45,4.79,45464.12,37633.71,10.9,7,76,24.2,1007.1,1005.4,5.39,2.54
13.1107,80.2459,15,"chennai",-231,2024-08-09,27.9,23.82,5,45428.22,40729.43,20.9,14,50,24.8,1007.5,1005.7,6.45,3.02
13.1107,80.2459,15,"chennai",-230,2024-08-10,27.9,22.07,4.56,45391.91,40597.82,4.1,11,92,24.9,1007.5,1005.8,5.12,2.26
13.1107,80.2459,15,"chennai",-229,2024-08-11,28.4,23.67,5.04,45355.23,41512.17,16.2,7,58,24.9,1005.5,1003.8,5.62,2.42
13.1107,80.2459,15,"chennai",-228,2024-08-12,28.4,24.34,5.19,45318.21,41377.33,11.4,8,82,24.8,1005.1,1003.4,6.02,2.74
13.1107,80.2459,15,"chennai",-227,2024-08-13,28.5,24.51,5.25,45280.88,41759.86,0.5,3,55,24.6,1005.8,1004.1,6.42,3.19
13.1107,80.2459,15,"chennai",-226,2024-08-14,28.6,23.4,4.74,45243.27,41496.44,1,7,64,25.5,1005.3,1003.6,4.95,2.28
13.1107,80.2459,15,"chennai",-225,2024-08-15,28.8,22.35,4.8,45205.42,41108.79,1.6,8,91,25.3,1004.6,1002.9,6.68,3.33
13.1107,80.2459,15,"chennai",-224,2024-08-16,29.1,23.19,5.17,45167.36,40979,0.9,4,97,25,1003.8,1002.1,8.14,4.23
13.1107,80.2459,15,"chennai",-223,2024-08-17,29.1,24.03,5.25,45129.11,41227.59,0.1,1,94,25,1004.8,1003.1,6.22,2.94
13.1107,80.2459,15,"chennai",-222,2024-08-18,29.1,23.89,5.17,45090.71,41223.04,1.6,6,66,25,1005.5,1003.8,5.45,2.43
13.1107,80.2459,15,"chennai",-221,2024-08-19,29.4,23.45,5.35,45052.18,40351.83,1.7,6,70,24.9,1005,1003.3,7.73,3.95
13.1107,80.2459,15,"chennai",-220,2024-08-20,28.6,22.19,4.95,45013.54,39631.93,4.7,9,78,24.9,1005.4,1003.7,7.33,3.71
13.1107,80.2459,15,"chennai",-219,2024-08-21,29,19.34,4.84,44974.54,35812.65,1,6,77,24.3,1006.5,1004.8,9.79,5.1
13.1107,80.2459,15,"chennai",-218,2024-08-22,29.1,20.12,5.39,44935.09,32966.57,0,0,86,23.1,1007.3,1005.6,8.73,4.61
13.1107,80.2459,15,"chennai",-217,2024-08-23,29.8,22.9,5.79,44895.24,39600,0.1,1,83,24.5,1007.5,1005.8,9.12,4.84
13.1107,80.2459,15,"chennai",-216,2024-08-24,30.2,21.38,5.85,44855,33828.62,0.2,2,99,23.7,1007.6,1005.9,8.66,4.46
13.1107,80.2459,15,"chennai",-215,2024-08-25,30.5,22.67,6.32,44814.43,38804.12,0.4,3,92,22.3,1007,1005.3,7.76,3.96
13.1107,80.2459,15,"chennai",-214,2024-08-26,30.7,23.4,6.79,44773.53,40244.2,1,4,91,21.3,1006.1,1004.5,8.8,4.39
13.1107,80.2459,15,"chennai",-213,2024-08-27,29.6,14.79,4.31,44732.36,11958.02,5.1,4,100,22.7,1007.4,1005.7,6.39,2.98
13.1107,80.2459,15,"chennai",-212,2024-08-28,27.4,6.96,2.14,44690.93,0,5.1,14,100,23.1,1008,1006.3,5.28,2.7
13.1107,80.2459,15,"chennai",-211,2024-08-29,27.6,10.99,3.1,44649.28,3739.8,8.9,8,100,23.3,1005.7,1004,7.45,3.66
13.1107,80.2459,15,"chennai",-210,2024-08-30,28,11.27,3.25,44607.44,5993.59,5,9,100,22.9,1005.3,1003.6,6.49,2.97
13.1107,80.2459,15,"chennai",-209,2024-08-31,28.5,12.76,3.95,44565.44,6250.84,0.3,3,100,22.5,1004.8,1003.1,7.63,4
13.1107,80.2459,15,"chennai",-208,2024-09-01,29.6,20.27,5.62,44523.31,35574.64,0,0,86,22.4,1004.1,1002.4,7.77,3.88
13.1107,80.2459,15,"chennai",-207,2024-09-02,29.6,23.18,5.85,44481.06,39230.5,2.5,5,76,23.2,1004.5,1002.8,7.31,3.57
13.1107,80.2459,15,"chennai",-206,2024-09-03,28.6,19.85,4.47,44438.75,36652.69,5.1,6,96,24.4,1006.3,1004.6,5.69,2.37
13.1107,80.2459,15,"chennai",-205,2024-09-04,28.8,13.7,3.7,44396.39,11063.6,0,0,100,23.6,1006.1,1004.4,5.74,2.86
13.1107,80.2459,15,"chennai",-204,2024-09-05,29.5,21.36,5.2,44354.01,37535.5,0.7,3,100,23.3,1004.8,1003.1,6.41,3.16
13.1107,80.2459,15,"chennai",-203,2024-09-06,28.6,12.97,3.39,44311.63,10266.43,17.3,10,97,23.7,1005.4,1003.7,5.55,2.7
13.1107,80.2459,15,"chennai",-202,2024-09-07,29.1,12.64,3.48,44269.3,6089.78,2.9,5,100,23.2,1005.9,1004.2,5.7,2.72
